wall_time,step,value
1776668878.2735548,12288,0.1162298172712326
1776668916.8303957,24576,0.15492838621139526
1776668954.9438634,36864,0.1400449201464653
1776669005.980578,49152,0.07009895890951157
1776669076.420587,61440,0.1461002603173256
1776669148.3283815,73728,0.12095963582396507
1776669217.6911936,86016,0.13673177361488342
1776669285.6776135,98304,0.14195963740348816
1776669356.2735581,110592,0.16297916322946548
1776669422.673545,122880,0.2020605504512787
1776669488.767761,135168,0.13744986802339554
1776669553.1400964,147456,0.1272721365094185
1776669616.956906,159744,0.1826445311307907
1776669677.6264057,172032,0.25691210478544235
1776669740.7885022,184320,0.19654817879199982
1776669798.916027,196608,0.28434309363365173
1776669863.4246726,208896,0.2600683644413948
1776669925.7901936,221184,0.2131412774324417
1776669988.659502,233472,0.18491927534341812
1776670049.5830967,245760,0.17481445148587227
1776670112.241503,258048,0.21232812106609344
1776670168.283382,270336,0.22370313107967377
1776670221.900566,282624,0.21348372846841812
1776670275.127159,294912,0.2511503994464874
1776670327.4859471,307200,0.26038476824760437
1776670378.393921,319488,0.21876757591962814
1776670425.5514336,331776,0.2696022242307663
1776670473.8051844,344064,0.23584049195051193
1776670521.9392006,356352,0.27118033170700073
1776670567.9954271,368640,0.23530924320220947
1776670608.9442577,380928,0.3302968740463257
1776670648.6486716,393216,0.27418163418769836
1776670684.625104,405504,0.35850130021572113
1776670721.201147,417792,0.30728255212306976
1776670750.8726978,430080,0.41310352087020874
1776670775.1339016,442368,0.4806165397167206
1776670798.5899491,454656,0.39580729603767395
1776670820.7540183,466944,0.47720572352409363
1776670843.652514,479232,0.515263020992279
1776670865.19894,491520,0.4838697910308838
1776670885.5282578,503808,0.45569726824760437
1776670905.326906,516096,0.509680986404419
1776670924.81699,528384,0.4466419219970703
1776670944.71938,540672,0.4379928261041641
1776670965.2029715,552960,0.47086913883686066
1776670986.3646827,565248,0.4814290553331375
1776671010.139281,577536,0.43195052444934845
1776671032.2089982,589824,0.5311367213726044
1776671053.7482688,602112,0.43182943761348724
1776671075.5349298,614400,0.4134974032640457
1776671097.205245,626688,0.4151269644498825
1776671119.5376344,638976,0.4876549392938614
1776671142.0388749,651264,0.4469251334667206
1776671162.813705,663552,0.36075520515441895
1776671185.4044538,675840,0.461244136095047
1776671206.9686155,688128,0.45020507276058197
1776671227.602837,700416,0.47759896516799927
1776671247.6709685,712704,0.44186457991600037
1776671270.5921142,724992,0.5099466294050217
1776671298.053543,737280,0.5497044324874878
1776671321.1574285,749568,0.4844628870487213
1776671343.050343,761856,0.44384829699993134
1776671364.3955889,774144,0.4535449296236038
1776671385.837175,786432,0.5015943944454193
1776671406.8980331,798720,0.5548190176486969
1776671427.9993849,811008,0.520634114742279
1776671449.0621588,823296,0.4752245992422104
1776671470.5879273,835584,0.4533860683441162
1776671491.6518712,847872,0.4781380146741867
1776671512.1377873,860160,0.4402831941843033
1776671532.0703568,872448,0.5369759052991867
1776671551.494034,884736,0.4822799414396286
1776671571.9191117,897024,0.5042538940906525
1776671591.6055076,909312,0.4430970102548599
1776671613.2489705,921600,0.4284518212080002
1776671635.699308,933888,0.51890429854393
1776671657.654283,946176,0.4139329344034195
1776671678.3199055,958464,0.4924335926771164
1776671700.3688889,970752,0.5521979182958603
1776671720.6564643,983040,0.368875652551651
1776671741.5763395,995328,0.5056262910366058
1776671763.4064188,1007616,0.3721367120742798
