Wall time,Step,Value
1776680905.2907078,12288,0.10118359327316284
1776680958.5338256,24576,0.11042968928813934
1776681010.6644726,36864,0.12415234744548798
1776681082.7833428,49152,0.09610937535762787
1776681195.516218,61440,0.09605468809604645
1776681312.685898,73728,0.11327343434095383
1776681423.8540199,86016,0.1388281285762787
1776681535.4138072,98304,0.1325390636920929
1776681647.9620457,110592,0.17348437011241913
1776681754.615896,122880,0.1511523425579071
1776681859.8028734,135168,0.12633202970027924
1776681964.361267,147456,0.14042969048023224
1776682066.3950686,159744,0.176695317029953
1776682165.823086,172032,0.20093359053134918
1776682267.6111944,184320,0.1908828169107437
1776682366.459291,196608,0.17030078172683716
1776682475.0059283,208896,0.15388672053813934
1776682576.5548127,221184,0.19474609196186066
1776682676.6521177,233472,0.2070000022649765
1776682776.1602154,245760,0.22822265326976776
1776682878.5587113,258048,0.19160936772823334
1776682970.0250413,270336,0.2147500067949295
1776683056.761435,282624,0.24733203649520874
1776683142.9877403,294912,0.2479257881641388
1776683228.0690494,307200,0.23639452457427979
1776683311.3551068,319488,0.2001914083957672
1776683387.5134296,331776,0.2623554766178131
1776683465.0813816,344064,0.22014452517032623
1776683544.600982,356352,0.2080117166042328
1776683620.6362445,368640,0.2283007800579071
1776683682.7449365,380928,0.3323906362056732
1776683744.4687636,393216,0.2940663993358612
1776683802.0126991,405504,0.41447657346725464
1776683861.3014588,417792,0.3196171820163727
1776683908.6265962,430080,0.42792579531669617
1776683944.2890048,442368,0.3797226548194885
1776683980.0400295,454656,0.3013281226158142
1776684014.1727076,466944,0.4667031168937683
1776684050.5217624,479232,0.5862812399864197
1776684082.2752404,491520,0.4682343602180481
1776684111.9844685,503808,0.44600391387939453
1776684141.0033972,516096,0.49097657203674316
1776684170.2347357,528384,0.4480234384536743
1776684200.2353098,540672,0.47398045659065247
1776684232.0735147,552960,0.4544726610183716
1776684264.0645037,565248,0.44041016697883606
1776684301.5881975,577536,0.4105156362056732
1776684335.9509742,589824,0.4938359260559082
1776684369.7148976,602112,0.41566407680511475
1776684403.7414606,614400,0.4822031259536743
1776684437.3744967,626688,0.45548829436302185
1776684471.552328,638976,0.46705469489097595
1776684506.2291915,651264,0.46327733993530273
1776684538.1399732,663552,0.4650000035762787
1776684573.2093573,675840,0.4484257698059082
1776684605.9896653,688128,0.4237695336341858
1776684637.1837087,700416,0.4132968783378601
1776684666.7035112,712704,0.5390937328338623
1776684697.287255,724992,0.48182031512260437
1776684730.0651917,737280,0.4829765558242798
1776684761.2764966,749568,0.49166014790534973
1776684794.3834672,761856,0.3917851448059082
1776684827.2762835,774144,0.4306054711341858
1776684860.554626,786432,0.5876679420471191
1776684892.7650123,798720,0.49958592653274536
1776684924.947235,811008,0.5001484155654907
1776684957.3703785,823296,0.46974608302116394
1776684990.6875088,835584,0.37494921684265137
1776685023.5185556,847872,0.5107812285423279
1776685055.1207023,860160,0.5023632645606995
1776685085.8088715,872448,0.4364257752895355
1776685115.2791088,884736,0.46153905987739563
1776685146.6946533,897024,0.43717968463897705
1776685175.9984503,909312,0.4380429685115814
1776685209.014385,921600,0.4466171860694885
1776685243.7755027,933888,0.4641367197036743
1776685278.1512535,946176,0.38862109184265137
1776685310.2791233,958464,0.41041406989097595
1776685345.0876622,970752,0.4026249945163727
1776685375.816677,983040,0.4212929606437683
1776685407.5493495,995328,0.46888279914855957
1776685441.2725995,1007616,0.45677343010902405
1776685474.21401,1019904,0.4244726598262787
1776685509.5694604,1032192,0.42039453983306885
1776685534.643075,1044480,0.46696874499320984
1776685550.6334486,1056768,0.4812929630279541
1776685580.0806518,1069056,0.4677421748638153
1776685608.9908895,1081344,0.45939454436302185
1776685638.557237,1093632,0.4584101438522339
1776685669.433713,1105920,0.4471796751022339
1776685699.022298,1118208,0.45781248807907104
1776685727.160505,1130496,0.4766523540019989
1776685755.9015012,1142784,0.47707420587539673
1776685785.4421349,1155072,0.5136640667915344
1776685818.8764234,1167360,0.5046796798706055
1776685852.1172779,1179648,0.45185157656669617
1776685879.8202722,1191936,0.4868242144584656
1776685895.650972,1204224,0.3955976665019989
1776685910.1860685,1216512,0.37795311212539673
1776685925.2703264,1228800,0.42292577028274536
1776685938.7010434,1241088,0.488093763589859
1776685952.2538476,1253376,0.4593242108821869
1776685965.8792787,1265664,0.425968736410141
1776685979.2906353,1277952,0.37867578864097595
1776685993.1774518,1290240,0.41823437809944153
1776686008.662556,1302528,0.41997265815734863
1776686023.0837548,1314816,0.4287070333957672
1776686037.2287667,1327104,0.551464855670929
1776686051.4285216,1339392,0.48875781893730164
1776686064.5448773,1351680,0.4803085923194885
1776686077.1435544,1363968,0.5270390510559082
1776686091.815108,1376256,0.4268281161785126
1776686106.2075992,1388544,0.4728398323059082
1776686119.9648612,1400832,0.4227343797683716
1776686133.6786966,1413120,0.46187108755111694
1776686148.2282178,1425408,0.3838242292404175
1776686163.0752451,1437696,0.493101567029953
1776686176.3537793,1449984,0.3840703070163727
1776686189.7351182,1462272,0.4446679651737213
1776686204.1537876,1474560,0.40215232968330383
1776686218.7202222,1486848,0.41282030940055847
1776686233.8160648,1499136,0.48814451694488525
1776686249.5693736,1511424,0.4648750126361847
1776686264.5262332,1523712,0.47410157322883606
1776686279.1708326,1536000,0.41791796684265137
1776686300.9698122,1548288,0.40535154938697815
1776686332.175879,1560576,0.43503516912460327
1776686364.1374738,1572864,0.3560742139816284
1776686395.2976322,1585152,0.4675664007663727
1776686426.8773522,1597440,0.49464842677116394
1776686460.1890967,1609728,0.3881289064884186
1776686495.700943,1622016,0.5549609661102295
1776686529.5272832,1634304,0.46250391006469727
1776686566.9083805,1646592,0.41865235567092896
1776686598.1650796,1658880,0.3902226686477661
1776686629.6641474,1671168,0.3859843611717224
1776686660.8479187,1683456,0.43586328625679016
1776686693.2736259,1695744,0.40550780296325684
1776686726.3728442,1708032,0.461976557970047
1776686756.8845525,1720320,0.4573906362056732
1776686784.7864988,1732608,0.49523046612739563
1776686815.280489,1744896,0.4642617106437683
1776686844.2590318,1757184,0.3572695255279541
1776686873.6197796,1769472,0.4108007848262787
1776686903.7386885,1781760,0.4229101538658142
1776686933.2217464,1794048,0.4378125071525574
1776686962.9833703,1806336,0.4679882824420929
1776686994.876306,1818624,0.4637695252895355
1776687027.170903,1830912,0.4845234453678131
1776687061.0704277,1843200,0.41794922947883606
1776687091.9029212,1855488,0.4397265613079071
1776687121.8977053,1867776,0.4731367230415344
1776687152.223302,1880064,0.48341795802116394
1776687180.972027,1892352,0.4515742063522339
1776687211.760579,1904640,0.49443748593330383
1776687244.8999557,1916928,0.4117812514305115
1776687275.1872392,1929216,0.3792382776737213
1776687305.1020412,1941504,0.46129298210144043
1776687335.1026762,1953792,0.45793360471725464
1776687364.972644,1966080,0.5168281197547913
1776687397.8085353,1978368,0.4723242223262787
1776687427.988756,1990656,0.5334336161613464
1776687456.9956915,2002944,0.39558202028274536
1776687485.922877,2015232,0.4144570231437683
1776687514.7027712,2027520,0.4540702998638153
1776687543.0038724,2039808,0.46238282322883606
1776687572.510452,2052096,0.4258086085319519
1776687602.5110266,2064384,0.3826640546321869
1776687633.9380434,2076672,0.3597460985183716
1776687667.1636276,2088960,0.4823945164680481
1776687698.1163836,2101248,0.4035937488079071
1776687728.0229516,2113536,0.3862851560115814
1776687757.507552,2125824,0.5098671913146973
1776687786.2877746,2138112,0.4960898458957672
1776687815.2390656,2150400,0.48521092534065247
1776687844.1304128,2162688,0.4793945252895355
1776687873.6004395,2174976,0.4348085820674896
